Date,IBM,MSFT,MTOR,SP500,EURUSD,Loan,Portfolio_PnL,Loss
2011-05-02,1840.77852034236,-2006.1728395061598,464.84601975595,-347.93227716667997,495.91795425411,9.226190476190476,456.66356815577075,-456.66356815577075
2011-05-03,836.47981411558,1169.13484021822,-751.87969924812,-668.10139920422,50.43712172157,9.107142857142858,645.1778204601728,-645.1778204601728
2011-05-04,-2603.11216521084,1937.23363037582,-2564.10256410256,-1305.3474565795,-161.34453781512,9.107142857142858,-4687.565950475057,4687.565950475057
2011-05-05,-2531.9423279803,-2072.14121258632,837.3205741626699,-1795.80600494766,-2786.1901877649902,9.04761904761905,-8339.711540068982,8339.711540068982
2011-05-06,1400.9260358542,620.3955021326,2253.85527876631,783.8958000237401,-905.16354659535,9.04761904761905,4162.95668922912,-4162.95668922912
2011-05-09,248.68257445674,-309.23850019326,-116.00928074245,888.75028935012,-2007.58882373232,9.107142857142858,-1286.296598004027,1286.296598004027
2011-05-10,1513.89710230632,-1238.86953155244,3484.32055749128,1613.90198651254,597.860289490245,9.107142857142858,5980.217547105088,-5980.217547105088
2011-05-11,-1032.98509214696,-2415.2707440592,-2861.95286195286,-2064.8898153038604,-929.79523610529,9.107142857142858,-9295.786606711028,9295.786606711028
2011-05-12,3233.03834808258,-315.4574132492,-635.4708261120701,1040.58223217794,-420.49197561147,9.04761904761905,2911.2479843353995,-2911.2479843353995
2011-05-13,-2693.91546679052,-2290.6793048973,-2325.58139534883,-1609.7047839359,-927.6829011174451,9.107142857142858,-9838.456709232853,9838.456709232853
2011-05-16,-1247.64595103578,-3675.58929284858,-654.7619047619,-1231.43210197538,827.38137331164,9.166666666666666,-5972.881210643332,5972.881210643332
2011-05-17,1942.43752220774,895.40089540088,-1258.23846614739,-33.42312869084,-675.15296434347,9.166666666666666,880.1905250935868,-880.1905250935868
2011-05-18,-70.38123167154,1386.6231647634402,1456.31067961165,1765.4681289764399,1218.650653479345,9.226190476190476,5765.8975856355255,-5765.8975856355255
2011-05-19,176.01501994836,202.51113811258003,717.70334928229,471.04222633842005,-168.185003503845,9.226190476190476,1408.3129206539957,-1408.3129206539957
2011-05-20,-504.13271586843996,-1820.7566255310398,-2375.29691211401,-1546.50156875878,-862.915672793595,9.226190476190476,-7100.377304589674,7100.377304589674
2011-05-23,-2233.19228960976,-2613.31155573702,-4197.0802919708,-2383.98879743788,-1661.72734970364,9.285714285714286,-13080.014570173387,13080.014570173387
2011-05-24,-320.93189112088,-165.4944145635,-1523.80952380952,-190.58653003098001,984.659293613985,9.285714285714286,-1206.8773516251808,1206.8773516251808
2011-05-25,-285.73129352935996,331.26293995858,773.69439071566,603.732545542,-53.165095342754995,9.285714285714286,1379.0792016298394,-1379.0792016298394
2011-05-26,-679.58271236958,3968.5820587019402,2367.24248240563,854.16689199358,-148.91504751096,9.226190476190476,6370.719863696801,-6370.719863696801
2011-05-27,382.82091159227997,729.6311309282399,1125.0,868.5483117728199,2118.824531516175,9.226190476190476,5234.051076285706,-5234.051076285706
2011-06-01,-2805.89593322678,-4638.144742103141,-5632.94972743791,-4528.3704607836,573.87312186978,9.226190476190476,-17022.26155120546,17022.26155120546
2011-06-02,-564.36119116234,-1719.19770773638,-577.6636713735501,-245.25426597924,-51.971450349929995,9.166666666666666,-3149.2816199347735,3149.2816199347735
2011-06-03,-1252.3330724306,-2601.15606936416,-1549.38670109748,-1951.0086751267202,1850.824899487005,9.166666666666666,-5493.8929518652885,5493.8929518652885
2011-06-06,-363.52620418054,878.4773060029199,-1967.21311475409,-2126.70893187,164.33853738702,9.226190476190476,-3405.4062169384997,3405.4062169384997
2011-06-07,-1286.79817905918,416.49312786338004,-3411.3712374581896,-158.79370787058,564.29548563612,9.226190476190476,-3866.9483204122585,3866.9483204122585
2011-06-08,794.18412853564,-997.50623441396,-2562.3268698060897,-810.59137826724,-899.488926746145,9.166666666666666,-4466.562614031128,4466.562614031128
2011-06-09,608.49458439818,167.08437761067998,3340.4406538734797,1490.41840898442,-545.005827106335,9.226190476190476,5070.658388236616,-5070.658388236616
2011-06-10,-2014.07425382188,-2128.54757929882,-687.75790921595,-2752.37459190634,-1744.1860465116001,9.226190476190476,-9317.7141902784,9317.7141902784
2011-06-13,-12.256403971074802,2826.40793081628,-1662.04986149584,199.87000595030003,31.326139923434997,9.226190476190476,1392.5240016992907,-1392.5240016992907
2011-06-14,1164.4297358582999,1497.50415973376,1267.60563380281,2519.07606965956,1096.185968819595,9.226190476190476,7554.027758350216,-7554.027758350216
2011-06-15,-2181.33073360954,-3963.66639141204,-1738.5257301807999,-3512.25264176172,-2611.759828646445,9.226190476190476,-13998.309135134354,13998.309135134354
2011-06-16,418.89977206924,2148.27295703454,990.79971691436,391.47276443372,-696.1535756979,9.226190476190476,3262.5178252301503,-3262.5178252301503
2011-06-17,2176.1849142435603,2208.79349864554,-70.07708479327,609.89683953468,1812.08053691274,9.166666666666666,6746.045371209918,-6746.045371209918
2011-06-20,705.42447093164,1731.24484748556,490.88359046282994,1104.3418005296,-62.822839592355,9.107142857142858,3978.1790126744177,-3978.1790126744177
2011-06-21,1454.3691673736398,2370.24928483856,3558.9672016748,2711.43168745774,827.51396648046,9.107142857142858,10931.638450682341,-10931.638450682341
2011-06-22,-649.7413067019601,-888.5298869143601,1145.5525606469,-1288.15197594028,41.669560386135,9.04761904761905,-1630.153429475946,1630.153429475946
2011-06-23,531.1443746982,-162.27180527382,399.73351099267,-539.12566797464,-2468.235784211595,8.988095238095239,-2229.7672765310895,2229.7672765310895
2011-06-24,-1264.14640019262,-2679.65895249694,-1128.0690112806901,-2380.6180848181198,243.54087251163,9.04761904761905,-7199.903957229119,7199.903957229119
2011-06-27,3089.5983522142,7407.4074074074,-67.11409395973,1846.41627367536,983.155965889035,9.04761904761905,13268.511524273883,-13268.511524273883
2011-06-28,2851.68834267986,4761.904761904761,2014.77501678979,2632.3701499995,903.234841058685,9.107142857142858,13173.08025528974,-13173.08025528974
2011-06-29,623.49273572142,-1395.3488372093,2764.97695852534,1677.57454723736,626.391982182615,9.04761904761905,4306.135005505054,-4306.135005505054
2011-06-30,1184.47285094406,2966.43247462918,2754.64445868033,2016.7016596468397,987.6628777377001,9.107142857142858,9919.021464495254,-9919.021464495254
2011-07-01,3485.86417953948,153.84615384614,1059.85037406483,2898.56095118292,-154.92666804376498,9.04761904761905,7452.242609637225,-7452.242609637225
2011-07-06,2599.3273670409803,2305.03265462926,2985.07462686567,300.58559998394,-1461.64478230821,8.988095238095239,6737.363561449735,-6737.363561449735
2011-07-07,-1384.2777558944201,3342.1952145841196,3381.64251207729,2135.5505011312803,209.365622164845,9.107142857142858,7693.583236920258,-7693.583236920258
2011-07-08,11.3327289211242,1120.65745237204,-992.9906542056,-1368.64406201052,-1024.46163495714,9.107142857142858,-2244.999027022953,2244.999027022953
2011-07-11,-1699.81302056772,-2154.5319465081598,-4660.76696165191,-3606.4328942333004,-2284.05024208827,9.107142857142858,-14396.487922192218,14396.487922192218
2011-07-12,-1074.34710554888,-675.9294029290201,-123.76237623761999,-886.06081083082,-213.766566908925,9.107142857142858,-2964.7591195981227,2964.7591195981227
2011-07-13,310.25567365698004,678.22155237376,-1177.19950433705,632.9674519926599,1637.6480662194751,8.988095238095239,2090.8813351439203,-2090.8813351439203
2011-07-14,-103.25837540156,-1201.6522718738202,-877.74294670846,-1362.41176114918,158.819792475435,8.988095238095239,-3377.2574674194893,3377.2574674194893
2011-07-15,1503.75939849624,2342.2742727616,-695.76217583807,1118.37339070898,-274.996474404165,9.04761904761905,4002.6960307722043,-4002.6960307722043
2011-07-18,-296.22877976527997,-1418.9693801344201,-3248.4076433121,-1630.46760450898,-1207.96835264199,9.04761904761905,-7792.994141315151,7792.994141315151
2011-07-19,11330.44272021906,7145.543437382459,3159.9736668860996,3265.80872379366,1217.77524569151,9.107142857142858,26128.65093682993,-26128.65093682993
2011-07-20,-1684.5742670482,-3485.83877995642,-191.44862795148998,-112.7368441286,339.07883582934,9.04761904761905,-5126.472064207751,5126.472064207751
2011-07-21,1361.2850530901,258.68440502586,-3516.62404092071,2698.68713133946,1945.305892303335,9.226190476190476,2756.5646313142356,-2756.5646313142356
2011-07-22,302.86641427798,3210.92452482006,596.4214711729601,192.59910352138,-62.621764542150004,9.226190476190476,4249.415939726421,-4249.415939726421
2011-07-25,-1598.44475645318,2760.62477297492,-988.1422924901099,-1122.1562505182599,-93.97187804539499,9.226190476190476,-1032.8642140558345,1032.8642140558345
2011-07-26,-838.3233532933999,1218.20136151916,-3127.0791749833597,-778.03838269388,1441.805391098415,9.345238095238095,-2074.088920257827,2074.088920257827
2011-07-27,-1727.4367244300997,-5341.88034188034,-3640.10989010989,-4050.31363339406,-1262.504311831665,9.404761904761903,-16012.840139741293,16012.840139741293
2011-07-28,496.27791563274,2854.00658616904,-1568.0684248039902,-632.80254019092,-730.536422458785,9.345238095238095,428.2223524433232,-428.2223524433232
2011-07-29,55.00550055004,-2308.8023088023,-2244.7501810282397,-1275.83873227572,891.42138013005,9.523809523809524,-4873.44053190236,4873.44053190236
2011-08-01,-1209.78828704976,-948.9051094890399,1555.55555555555,-842.8991388168,-1939.11592994163,9.523809523809524,-3375.62910021787,3375.62910021787
2011-08-02,-2987.5518672199,-3447.0113678034404,-17578.409919766593,-5115.2866345506,316.85678073513003,9.285714285714286,-28802.117294319694,28802.117294319694
2011-08-03,876.15838247682,895.5223880597,3185.8407079646004,1091.1629846803,927.487352445165,9.04761904761905,6985.219434674204,-6985.219434674204
2011-08-04,-8220.097299110881,-7280.83209509658,-13722.1269296741,-9544.8194998837,-1696.9273743016652,9.04761904761905,-40455.75557901931,40455.75557901931
2011-08-05,1749.47515745276,-2004.62606013878,-6262.4254473161,-134.52427631296,0.0,8.988095238095239,-6643.112531076985,6643.112531076985
2011-08-08,-6948.78020580412,-9345.79439252336,-13043.478260869559,-13306.40594439324,879.361491736095,9.226190476190476,-41755.87112137799,41755.87112137799
2011-08-09,5282.15617855852,8986.928104575161,7804.87804878048,9484.022313941021,10.532968190446468,9.107142857142858,31577.624756902773,-31577.624756902773
2011-08-10,-9460.172322841561,-10789.6794370602,-4864.25339366515,-8750.45416973128,-516.0792023592,9.04761904761905,-34371.590906609774,34371.590906609774
2011-08-11,5155.65399286328,8181.81818181818,7134.36385255648,9237.012331182299,391.03783555275,9.107142857142858,30108.99333683013,-30108.99333683013
2011-08-12,1763.32993462484,-714.56927352122,332.96337402885,1036.7373797130401,94.869992972565,9.04761904761905,2522.3790268656944,-2522.3790268656944
2011-08-15,5695.60047562424,3266.9322709163202,4867.2566371681405,4337.46454142782,2243.837348128365,9.04761904761905,20420.138892312505,-20420.138892312505
2011-08-16,-2023.2383374761398,0.0,-3270.0421940928195,-1824.07618483942,-321.75477442569,9.107142857142858,-7430.0043479769265,7430.0043479769265
2011-08-17,280.30833917308,-828.4023668638999,436.20501635768,205.53546079795998,156.02246723529,8.988095238095239,258.65701193820524,-258.65701193820524
2011-08-18,-8922.32330300908,-4555.35749653396,-13246.471226927251,-8874.30385285628,-1205.3200332502051,8.988095238095239,-36794.787817338685,36794.787817338685
2011-08-19,-7678.691326374899,-5026.34779083906,-8635.79474342928,-2984.61162736304,921.78770949723,9.04761904761905,-23394.61015946143,23394.61015946143
2011-08-22,1828.1071473911202,-582.12058212058,-3835.6164383561595,71.55865941728,-249.861188228775,8.988095238095239,-2758.944306659019,2758.944306659019
2011-08-23,6717.82614165302,6171.8098415346,8262.10826210826,6888.65701157704,490.12791991103995,8.988095238095239,28539.517272022058,-28539.517272022058
2011-08-24,2969.81499513144,1456.31067961164,1973.6842105263102,2636.21148960344,-301.43441202966,9.04761904761905,8743.63458189079,-8743.63458189079
2011-08-25,-1415.20748380906,-2650.60240963854,-2580.64516129032,-3112.0935323114,-229.13484238299,8.988095238095239,-9978.695334194215,9978.695334194215
2011-08-26,4300.0362362604,5535.20553520552,1059.60264900662,3058.79612861238,865.78581363003,8.988095238095239,14828.414457953046,-14828.414457953046
2011-08-29,4114.93437389144,4673.26732673266,12712.9750982962,5680.89641012956,487.45073636175,9.04761904761905,27678.571564459227,-27678.571564459227
2011-08-30,-127.44757270304001,3018.57585139318,930.23255813953,525.28007538548,-775.32736044108,8.988095238095239,3580.301647012165,-3580.301647012165
2011-08-31,-695.61184858848,2821.19710255432,-2649.76958525345,1019.9016478626,-301.35088326981,9.04761904761905,203.41405235279916,-203.41405235279916
2011-09-01,-1838.17113605956,-2932.33082706766,-3195.26627218934,-2377.8066050883,-1280.71636817994,9.04761904761905,-11615.243589537182,11615.243589537182
2011-09-02,-3933.54077379204,-3128.57687905378,-6845.96577017114,-5019.96623624938,-840.1596303297599,9.04761904761905,-19759.16167054848,19759.16167054848
2011-09-07,2664.89007328446,3841.6307330458603,4489.79591836734,5800.656537614,632.188013429535,9.04761904761905,17438.20889478881,-17438.20889478881
2011-09-08,-2462.49477018706,1692.30769230768,-5598.95833333333,-2124.66439713846,-1184.3790012804,9.04761904761905,-9669.141190583952,9669.141190583952
2011-09-09,-4695.91527987896,-3661.32723112128,-3586.2068965517196,-5326.00472539884,-3022.15530221553,8.988095238095239,-20282.621339928235,20282.621339928235
2011-09-12,1301.35712957798,1165.5011655011601,-3433.47639484978,1410.4452642146,-340.260500512215,8.988095238095239,112.55475916984057,-112.55475916984057
2011-09-13,1243.68920083732,1158.7485515643,8148.1481481481405,1924.4647603543601,495.04950495051,8.988095238095239,12979.088261092726,-12979.088261092726
2011-09-14,4662.54665606068,3533.02611367126,5479.45205479452,2708.65349216882,328.947368421015,8.988095238095239,16721.61378035439,-16721.61378035439
2011-09-15,3408.27553216932,3698.11320754716,8311.688311688311,3459.7188711532403,1619.256017505465,8.988095238095239,20506.04003530159,-20506.04003530159
2011-09-16,3409.95943324122,963.31974805482,1199.04076738609,1156.3058949707402,-811.805455332645,8.988095238095239,5925.80848355832,-5925.80848355832
2011-09-19,161.85906699808,663.7168141592799,-4265.40284360189,-1944.0648877826602,-1599.7968511934998,8.988095238095239,-6974.700606182594,6974.700606182594
2011-09-20,1836.7700571824598,-1690.5549430356398,-2970.29702970297,-361.40931515822,671.0178938104949,8.988095238095239,-2505.48524166578,2505.48524166578
2011-09-21,-1945.97069597068,-7338.769458858401,-9693.8775510204,-5835.75150643088,295.685186537205,8.988095238095239,-24509.69593050506,24509.69593050506
2011-09-22,-5086.117211883,-7156.59869180454,-6355.932203389831,-6404.2469731772,-3038.472748469835,8.928571428571427,-28032.43925729583,28032.43925729583
2011-09-23,853.9912228679799,0.0,1357.46606334841,1272.06493866894,803.212851405585,8.988095238095239,4295.72317152901,-4295.72317152901
2011-09-26,6106.05881658202,3032.72146847564,1488.0952380952301,4631.12977594342,-22.192632046154998,9.04761904761905,15244.860286097772,-15244.860286097772
2011-09-27,3667.41160964986,1808.17610062892,5131.96480938416,2111.5233669452,998.8162178159399,8.988095238095239,13726.880199662173,-13726.880199662173
2011-09-28,-180.06865117324,-740.16361511492,-5857.7405857740505,-4058.25842926354,242.54005585771498,9.04761904761905,-10584.643606420417,10584.643606420417
2011-09-29,1824.8380737820198,-977.5171065493599,13185.18518518518,1579.5490536029602,121.07425887876,9.04761904761905,15742.177083947177,-15742.177083947177
2011-09-30,-4799.91069933582,-4400.78585461688,-7591.62303664921,-4975.4175970279,-2089.59601143777,9.04761904761905,-23848.28558001996,23848.28558001996
2011-10-03,-1807.05667066964,-2892.7280032141402,-8923.512747875351,-5675.66899533074,-1873.7452598706,9.04761904761905,-21163.66405791285,21163.66405791285
2011-10-04,1673.49529690114,6604.1581736649,6376.36080870917,4505.60084167074,146.826293200785,8.988095238095239,19315.42950938483,-19315.42950938483
2011-10-05,2415.0165960856,4340.9629044988,12280.70175438596,3650.1254650166597,383.63171355501004,8.928571428571427,23079.3670049706,-23079.3670049706
2011-10-06,5473.565168221639,3476.24565469292,8203.125,3696.532950796,900.3601440576001,8.988095238095239,21758.817013006254,-21758.817013006254
2011-10-07,770.54323297924,-683.37129840546,-1323.706377858,-1598.3599835340399,1163.48448687351,8.988095238095239,-1662.4218447066548,1662.4218447066548
2011-10-12,1210.8108108108,-296.29629629628,2561.2472160356297,1993.2683718239402,1625.5400161089751,9.04761904761905,7103.617737530684,-7103.617737530684
2011-10-13,752.20287986244,1632.0474777448,-4343.10532030401,-585.2997451049999,-814.92212966316,9.04761904761905,-3350.029218417311,3350.029218417311
2011-10-14,3971.73750133818,662.25165562912,1702.61066969353,3465.37808901648,1431.172614712305,9.04761904761905,11242.198149437234,-11242.198149437234
2011-10-17,-4135.8316275652,-2126.87935460212,-6473.214285714279,-3861.60499085516,-984.77743308564,9.166666666666666,-17573.14102515573,17573.14102515573
2011-10-18,-8242.67109705772,2446.25648628612,-954.6539379474899,4103.17114050906,-555.555555555555,9.166666666666666,-3194.2862970989186,3194.2862970989186
2011-10-19,-1688.0939072107199,-1318.19846210178,-602.40963855421,-2506.47788062334,612.2895254755949,9.107142857142858,-5493.783220157312,5493.783220157312
2011-10-20,-157.84429787472,-663.47217102838,-4606.060606060601,889.42486327016,-1121.5970961887401,9.107142857142858,-5650.442165025137,5650.442165025137
2011-10-21,4942.17207334272,887.57396449704,3303.6848792884302,3754.93925154508,2205.236980690455,9.04761904761905,15102.654768411343,-15102.654768411343
2011-10-24,682.7066013323599,220.91310751104,12423.124231242311,2605.8698672294,637.9297916816851,9.04761904761905,16579.591218044414,-16579.591218044414
2011-10-25,-2074.0740740740603,-2795.14527399778,-3610.5032822757103,-4007.30829872376,-226.09819121446498,8.988095238095239,-12704.14102504768,12704.14102504768
2011-10-26,1785.31825238412,-1641.17866467734,2383.65493757094,2048.0449995651998,-787.146862195395,9.04761904761905,3797.740281695144,-3797.740281695144
2011-10-27,4297.4116612628395,4964.27228281308,10864.74501108647,6879.62572675186,3620.465385171255,9.04761904761905,30635.56768613312,-30635.56768613312
2011-10-28,1689.261889391,-1981.65137614678,2400.0,84.06065729762001,-84.67400508041999,8.988095238095239,2115.985260699515,-2115.985260699515
2011-10-31,-3008.8023472925997,-2594.51445515196,-7031.25,-4963.91141035896,-2298.079638520185,8.988095238095239,-19887.569756085613,19887.569756085613
2011-11-01,-3553.0520500460198,-4806.6090874953,-8718.48739495798,-5573.49120991326,-2914.6052914605298,8.988095238095239,-25557.25693863499,25557.25693863499
2011-11-02,2834.29831816928,153.90534821084,3107.01956271576,3249.1046882236205,1392.951155308575,8.988095238095239,10746.267167866172,-10746.267167866172
2011-11-03,3675.51109177902,3998.46212995,0.0,3778.42569583404,-641.1649641382351,8.988095238095239,10820.22204866292,-10820.22204866292
2011-11-04,-982.3812066203801,-2110.8179419525,-1785.71428571428,-1250.16572850112,185.53550640279002,8.988095238095239,-5934.555561147395,5934.555561147395
2011-11-07,1008.69191973386,4190.47619047618,-113.63636363636002,1276.48393126782,-185.306300414205,8.988095238095239,6185.697472665391,-6185.697472665391
2011-11-08,726.03032244286,2686.5671641791,-2389.07849829351,2484.9491047901797,447.46798603024496,8.988095238095239,3964.9241743869698,-3964.9241743869698
2011-11-09,-5351.13484646194,-7069.2194403534595,-9557.10955710955,-7334.306309713259,-2056.583242655055,8.988095238095239,-31359.365301055168,31359.365301055168
2011-11-10,1218.17383669884,610.68702290076,1675.2577319587601,1728.32117316188,44.13062665491,8.988095238095239,5285.558486613246,-5285.558486613246
2011-11-15,1494.52895649852,1345.29147982062,-17691.34253450439,950.2064660579399,-1111.92660550458,8.988095238095239,-15004.254142393795,15004.254142393795
2011-11-16,-2256.9536423841,-5011.2191473448,-5182.92682926829,-3295.0958364874396,-210.73646850043502,8.988095238095239,-15947.943828746971,15947.943828746971
2011-11-17,-953.80988104168,-4065.9762178749397,-8842.44372990353,-3369.0651491374797,188.81895594225003,9.04761904761905,-17033.428402967762,17033.428402967762
2011-11-18,-527.64766058256,-1879.4048551291999,-8112.87477954144,-78.15566523258,-11.093033574915978,8.988095238095239,-10600.187898822602,10600.187898822602
2011-11-21,-4059.59835888576,-2371.54150197628,-4798.46449136276,-3730.1802690696195,44.375416019519996,9.04761904761905,-14906.361586227282,14906.361586227282
2011-11-22,-187.34846815076,-1680.0,6048.3870967741905,-805.1653059296201,-277.264325323455,9.04761904761905,3107.656616417975,-3107.656616417975
2011-11-23,-3706.3592741713005,-2581.6861637757,-4562.73764258555,-4393.2836180942,-1700.00000000001,9.04761904761905,-16935.019079579142,16935.019079579142
2011-11-28,5817.23709477012,4691.358024691341,9183.67346938775,5842.03895169524,1019.3295077016,9.107142857142858,26562.744191103196,-26562.744191103196
2011-11-29,-1393.99593875198,-241.2545235223,2990.65420560747,523.19055252076,101.24493775314,9.04761904761905,1988.886852654709,-1988.886852654709
2011-11-30,7803.69183154636,5958.13204508856,7985.48094373865,8661.18054416202,1236.6034624896752,8.988095238095239,31654.07692226336,-31654.07692226336
2011-12-01,1542.55319148936,-2345.58248631742,3193.27731092436,-360.89280370596003,379.09759904855997,8.988095238095239,2417.4409066769954,-2417.4409066769954
2011-12-02,221.69437846396002,-474.68354430377997,1302.9315960912002,-67.08102886212,-1123.30392229554,9.04761904761905,-131.39490185866055,131.39490185866055
2011-12-05,1244.33196245912,3806.50277557494,-1286.17363344051,2092.00282627614,862.841774988795,8.988095238095239,6728.493801096581,-6728.493801096581
2011-12-06,2200.79647872562,-311.2840466926,-2605.86319218241,225.16689299674002,-735.34873356609,8.988095238095239,-1217.5445054806446,1217.5445054806446
2011-12-07,1150.61677205348,-467.65393608728,167.22408026755,455.46279623518,-123.161901918315,9.04761904761905,1191.535429598234,-1191.535429598234
2011-12-08,-2545.73563514558,-1562.5,-8013.3555926544195,-4229.033585858339,-694.755714926025,8.988095238095239,-17036.392433346267,17036.392433346267
2011-12-09,3110.9719177367,2362.20472440944,4174.22867513611,3390.46557679,495.346742719905,8.988095238095239,13542.20573203025,-13542.20573203025
2011-12-12,-2446.54605263156,-1478.59922178988,-3135.8885017421603,-2976.75413333934,-2019.748653500895,8.988095238095239,-12048.54846776574,12048.54846776574
2011-12-13,-1071.9117494016,1960.01568012544,-3417.26618705036,-1728.1323327417601,-1069.15377616014,8.988095238095239,-5317.460269990325,5317.460269990325
2011-12-14,-2542.5058854302797,-1319.8757763975,-4469.27374301676,-2238.84017694116,-1397.5866809225402,8.988095238095239,-11959.094167470144,11959.094167470144
2011-12-15,-1314.1161509114,-234.46658851112002,3313.84015594541,666.91455303614,474.09805735430996,8.928571428571427,2915.1985983419117,-2915.1985983419117
2011-12-16,-4171.11158523574,3442.8794992175203,0.0,657.76343632694,138.32321524630498,8.928571428571427,76.78313698359698,-76.78313698359698
2011-12-19,-740.86179658984,-3615.3846153846002,-5283.01886792452,-2368.7891772915,-92.130518234145,8.988095238095239,-12091.196880186511,12091.196880186511
2011-12-20,4756.957734157139,3877.7908343125596,8964.14342629482,5980.25232684178,679.88015671812,8.988095238095239,24268.012573562515,-24268.012573562515
2011-12-21,-6163.21298867762,-2036.5033621517598,-3290.67641681901,329.46635625711997,-412.97032731723,8.988095238095239,-11564.908643470404,11564.908643470404
2011-12-22,628.20300876176,388.19875776396003,7561.4366729678595,1676.8876880478401,57.5153374233,8.988095238095239,10321.229560202815,-10321.229560202815
2011-12-23,2977.36761151394,1704.76559473072,1581.7223198594002,1806.1780135017198,-57.4932924492,8.988095238095239,8021.528342394675,-8021.528342394675
2011-12-28,-1038.11841038118,-1689.70814132104,-8477.50865051903,-2446.9878409627,-1698.02661771453,8.988095238095239,-15341.361565660383,15341.361565660383
2011-12-29,2380.5641610957,1549.18667699456,1134.2155009451699,2128.9151666635803,301.717468667775,9.04761904761905,7503.646593414404,-7503.646593414404
2011-12-30,-2470.7272531958197,-461.18370484242,-560.7476635514,-846.2531182679801,243.205682520075,9.04761904761905,-4086.658438289926,4086.658438289926
2012-01-04,-815.88835212022,4745.002802167,340.71550255536,77.580989793,-1504.478983232535,9.04761904761905,2851.9795782102237,-2851.9795782102237
2012-01-05,-948.5825158995201,2043.79562043794,679.1171477079699,579.50622996374,-1705.336426914135,9.04761904761905,657.5476743436138,-657.5476743436138
2012-01-06,-2296.11177298818,3070.8092485549,-843.17032040472,-438.15260411548,-704.06007979347,9.04761904761905,-1201.6379096993307,1201.6379096993307
2012-01-09,-1040.8677550126001,-2597.40259740258,3571.4285714285697,465.96736463736,259.372789436445,8.988095238095239,667.4864683252897,-667.4864683252897
2012-01-10,-308.38702571726,720.98053352558,6239.7372742200305,1786.9003537046399,435.46488819145503,9.04761904761905,8883.743642972064,-8883.743642972064
